FID,ogc_fid,wkb_geometry,name,description,timestamp,begin,end,altitudemode,tessellate,extrude,visibility,draworder,icon,referencia,direccion,lat,lon
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4086,11259,POINT (366726.3684855661 4063149.6985300207),MLG0757,jose maria jacquard cruce con calle ,,,,,-1,0,-1,,,MLG0757,jose maria jacquard cruce con calle,36.704680,-4.492060
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4085,11260,POINT (367099.78946542204 4063525.7246979075),MLG0758,de José Ortega y Gasset,,,,,-1,0,-1,,,MLG0758,de José Ortega y Gasset,36.708121,-4.487946
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4084,11261,POINT (366835.69449164625 4062940.4919646136),MLG0759,ucrania,,,,,-1,0,-1,,,MLG0759,ucrania,36.702810,-4.490800
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4083,11262,POINT (367664.7633776709 4063511.3120510005),MLG0760,del doctor saenz de tejada,,,,,-1,0,-1,,,MLG0760,del doctor saenz de tejada,36.708070,-4.481620
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4082,11263,POINT (367636.88794559217 4063326.4315272765),MLG0761,abderraman,,,,,-1,0,-1,,,MLG0761,abderraman,36.706400,-4.481900
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4081,11264,POINT (367728.5333274136 4063301.712291111),MLG0762,doctor gomez del rio,,,,,-1,0,-1,,,MLG0762,doctor gomez del rio,36.706190,-4.480870
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4080,11265,POINT (368354.00362830807 4062490.906729807),MLG0763,de los prados,,,,,-1,0,-1,,,MLG0763,de los prados,36.698970,-4.473730
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-407f,11266,POINT (368232.61165238294 4062499.431841178),MLG0764,de los prados,,,,,-1,0,-1,,,MLG0764,de los prados,36.699030,-4.475090
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-407e,11267,POINT (369356.4581129955 4066111.8493840736),MLG0765,cirilo salinas,,,,,-1,0,-1,,,MLG0765,cirilo salinas,36.731740,-4.463130
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-407d,11268,POINT (369058.88873718557 4066160.7860767427),MLG0766,julio verne,,,,,-1,0,-1,,,MLG0766,julio verne,36.732140,-4.466470
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-407c,11269,POINT (367981.2364944627 4067285.8980666115),MLG0767,aragonito s/n,,,,,-1,0,-1,,,MLG0767,aragonito s/n,36.742130,-4.478730
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-407b,11270,POINT (367662.3216536482 4067164.4390145265),MLG0768,Galaxia,,,,,-1,0,-1,,,MLG0768,Galaxia,36.740991,-4.482280
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-407a,11271,POINT (367778.2985959875 4067907.113050512),MLG0769,fuente alegre,,,,,-1,0,-1,,,MLG0769,fuente alegre,36.747700,-4.481110
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4079,11272,POINT (367831.3128699362 4068159.2949075624),MLG0770,fuente alegre,,,,,-1,0,-1,,,MLG0770,fuente alegre,36.749980,-4.480560
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4078,11273,POINT (367969.95596440195 4068463.4172318033),MLG0771,fuente alegre versus calle neptuno,,,,,-1,0,-1,,,MLG0771,fuente alegre versus calle neptuno,36.752740,-4.479060
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4077,11274,POINT (367582.1797343938 4067929.0133477626),MLG0772,bartolome de las casas s/n,,,,,-1,0,-1,,,MLG0772,bartolome de las casas s/n,36.747870,-4.483310
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4076,11275,POINT (367330.9079808595 4067389.1768965456),MLG0773,roncesvalles,,,,,-1,0,-1,,,MLG0773,roncesvalles,36.742970,-4.486030
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4075,11276,POINT (367484.3748714116 4067495.543068726),MLG0774,lagunas de ruidera,,,,,-1,0,-1,,,MLG0774,lagunas de ruidera,36.743950,-4.484330
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4074,11277,POINT (367186.2109121128 4067652.0827672607),MLG0775,Jacobina,,,,,-1,0,-1,,,MLG0775,Jacobina,36.745319,-4.487696
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4073,11278,POINT (366941.4338545547 4064460.0730115403),MLG0776,Dolores Rodríguez de Aragón,,,,,-1,0,-1,,,MLG0776,Dolores Rodríguez de Aragón,36.716519,-4.489881
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4072,11279,POINT (373110.87328091543 4066444.800027041),MLG0777,Obispo Bartolomé Espejo,,,,,-1,0,-1,,,MLG0777,Obispo Bartolomé Espejo,36.735250,-4.421150
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4071,11280,POINT (373006.3692810513 4066444.132111825),MLG0778,Obispo Bartolomé Espejo,,,,,-1,0,-1,,,MLG0778,Obispo Bartolomé Espejo,36.735230,-4.422320
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4070,11281,POINT (372910.2842744908 4067154.0564060668),MLG0779,Santiago Ramón y Cajal,,,,,-1,0,-1,,,MLG0779,Santiago Ramón y Cajal,36.741615,-4.423514
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-406f,11282,POINT (372940.6666294501 4067371.6466342476),MLG0780,Santiago Ramon y Cajal,,,,,-1,0,-1,,,MLG0780,Santiago Ramon y Cajal,36.743580,-4.423210
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-406e,11283,POINT (372949.95507850475 4067455.840299065),MLG0781,Santiago Ramon y Cajal,,,,,-1,0,-1,,,MLG0781,Santiago Ramon y Cajal,36.744340,-4.423120
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-406d,11284,POINT (372969.98742597416 4067602.0134793427),MLG0782,Santiago Ramon y Cajal,,,,,-1,0,-1,,,MLG0782,Santiago Ramon y Cajal,36.745660,-4.422920
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-406c,11285,POINT (372898.6558308944 4067975.5761931306),MLG0783,Jacinto Benavente,,,,,-1,0,-1,,,MLG0783,Jacinto Benavente,36.749017,-4.423781
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-406b,11286,POINT (372786.88715632365 4068199.497893343),MLG0784,Jacinto Benavente,,,,,-1,0,-1,,,MLG0784,Jacinto Benavente,36.751020,-4.425070
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-406a,11287,POINT (372885.9589317776 4068376.6741597666),MLG0785,De Casabermeja,,,,,-1,0,-1,,,MLG0785,De Casabermeja,36.752630,-4.423990
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4069,11288,POINT (372955.4134938461 4068243.595455045),MLG0786,De Casabermeja,,,,,-1,0,-1,,,MLG0786,De Casabermeja,36.751440,-4.423190
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4068,11289,POINT (373078.8491246883 4067776.8271971457),MLG0787,Emilio Thuillier,,,,,-1,0,-1,,,MLG0787,Emilio Thuillier,36.747250,-4.421730
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4067,11290,POINT (373047.3474891335 4067579.7812764416),MLG0788,Emilio Thuillier,,,,,-1,0,-1,,,MLG0788,Emilio Thuillier,36.745470,-4.422050
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4066,11291,POINT (373030.74243568507 4067363.6505433684),MLG0789,Emilio Thuillier,,,,,-1,0,-1,,,MLG0789,Emilio Thuillier,36.743520,-4.422200
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4065,11292,POINT (373006.7439636843 4067190.905158775),MLG0790,María Tubau,,,,,-1,0,-1,,,MLG0790,María Tubau,36.741960,-4.422440
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4064,11293,POINT (372967.8712213999 4066858.5945681795),MLG0791,Lorenza Correa,,,,,-1,0,-1,,,MLG0791,Lorenza Correa,36.738960,-4.422820
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4063,11294,POINT (371194.2116863326 4075141.9892283487),MLG0792,Autovia A-45 Zona Venta Cotrina,,,,,-1,0,-1,,,MLG0792,Autovia A-45 Zona Venta Cotrina,36.813370,-4.444080
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4062,11295,POINT (372662.3002787521 4070743.52250025),MLG0793,Haza Carpintero ( Autovia A-45),,,,,-1,0,-1,,,MLG0793,Haza Carpintero ( Autovia A-45),36.773930,-4.426890
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4061,11296,POINT (372770.0901844313 4070488.9191572103),MLG0794,La Campera (Autovia A45),,,,,-1,0,-1,,,MLG0794,La Campera (Autovia A45),36.771650,-4.425640
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4060,11297,POINT (373249.689823504 4066832.2196250493),MLG0795,De la Cibeles,,,,,-1,0,-1,,,MLG0795,De la Cibeles,36.738760,-4.419660
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-405f,11298,POINT (373111.12300059653 4066798.6559124445),MLG0796,de Nazaret,,,,,-1,0,-1,,,MLG0796,de Nazaret,36.738439,-4.421206
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-405e,11299,POINT (373120.98529562657 4067066.040400044),MLG0797,Francisco Lopez Lopez,,,,,-1,0,-1,,,MLG0797,Francisco Lopez Lopez,36.740850,-4.421140
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-405d,11300,POINT (371961.60784574074 4066456.3826665822),MLG0798,Máximo Gorky S/n,,,,,-1,0,-1,,,MLG0798,Máximo Gorky S/n,36.735200,-4.434020
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-405c,11301,POINT (371878.084543342 4066425.454349264),MLG0799,Máximo Gorky,,,,,-1,0,-1,,,MLG0799,Máximo Gorky,36.734910,-4.434950
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-405b,11302,POINT (371795.3403405028 4066309.5173174376),MLG0800,la Defensa,,,,,-1,0,-1,,,MLG0800,la Defensa,36.733854,-4.435857
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-405a,11303,POINT (371812.7980072038 4066181.2040922707),MLG0801,Montserrat Roig,,,,,-1,0,-1,,,MLG0801,Montserrat Roig,36.732700,-4.435640
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4059,11304,POINT (371864.6037559231 4065942.966629681),MLG0802,Arroyo de Los Angeles,,,,,-1,0,-1,,,MLG0802,Arroyo de Los Angeles,36.730560,-4.435020
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4058,11305,POINT (372446.4734957603 4065970.886649067),MLG0803,Doctor Marañón,,,,,-1,0,-1,,,MLG0803,Doctor Marañón,36.730890,-4.428510
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4057,11306,POINT (372728.26017405116 4068699.7046416844),MLG0804,Hospitalarios,,,,,-1,0,-1,,,MLG0804,Hospitalarios,36.755520,-4.425810
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4056,11307,POINT (372671.1953059452 4069124.4341897573),MLG0805,del Jardín Botánico,,,,,-1,0,-1,,,MLG0805,del Jardín Botánico,36.759340,-4.426520
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4055,11308,POINT (372889.08667258377 4068887.0575748715),MLG0806,Juan Grande vs calle Oropesa,,,,,-1,0,-1,,,MLG0806,Juan Grande vs calle Oropesa,36.757230,-4.424040
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4054,11309,POINT (372880.82899382885 4068572.045357398),MLG0807,Benito Menin,,,,,-1,0,-1,,,MLG0807,Benito Menin,36.754390,-4.424080
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4053,11310,POINT (372829.6152790906 4068550.6147513064),MLG0808,Juan Grande,,,,,-1,0,-1,,,MLG0808,Juan Grande,36.754190,-4.424650
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4052,11311,POINT (373129.65979817556 4068552.8125940906),MLG0809,José Díaz Oliva,,,,,-1,0,-1,,,MLG0809,José Díaz Oliva,36.754250,-4.421290
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4051,11312,POINT (373241.92132689094 4068596.641378959),MLG0810,Pastora Imperio,,,,,-1,0,-1,,,MLG0810,Pastora Imperio,36.754660,-4.420040
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4050,11313,POINT (373329.4895213715 4068360.101796414),MLG0811,Pastora Imperio,,,,,-1,0,-1,,,MLG0811,Pastora Imperio,36.752540,-4.419020
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-404f,11314,POINT (373311.58893647674 4067694.5909666256),MLG0812,Málaga Oloroso,,,,,-1,0,-1,,,MLG0812,Málaga Oloroso,36.746540,-4.419110
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-404e,11315,POINT (374236.3180823209 4067607.0345844193),MLG0813,del Colmenar,,,,,-1,0,-1,,,MLG0813,del Colmenar,36.745874,-4.408740
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-404d,11316,POINT (374313.1744487235 4067854.0154431774),MLG0814,del Colmenar,,,,,-1,0,-1,,,MLG0814,del Colmenar,36.748110,-4.407920
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-404c,11317,POINT (374609.8453027785 4069936.8562454307),MLG0815,A-7000,,,,,-1,0,-1,,,MLG0815,A-7000,36.766920,-4.404940
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-404b,11318,POINT (374859.01821191306 4069937.5295032244),MLG0816,A-7000,,,,,-1,0,-1,,,MLG0816,A-7000,36.766959,-4.402149
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-404a,11319,POINT (380220.97999525524 4074084.893843314),MLG0817,Unnamed Road,,,,,-1,0,-1,,,MLG0817,Unnamed Road,36.805029,-4.342738
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4049,11320,POINT (372567.7652777768 4067037.650591889),MLG0818,Doctor Muguerza Bernal,,,,,-1,0,-1,,,MLG0818,Doctor Muguerza Bernal,36.740520,-4.427330
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4048,11321,POINT (372298.01990758855 4066915.1775278416),MLG0819,Cabriel,,,,,-1,0,-1,,,MLG0819,Cabriel,36.739380,-4.430330
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4047,11322,POINT (372180.1364209895 4067094.480046619),MLG0820,Ebro,,,,,-1,0,-1,,,MLG0820,Ebro,36.740980,-4.431680
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4046,11323,POINT (372858.08975811076 4068375.979111096),MLG0821,Gounod,,,,,-1,0,-1,,,MLG0821,Gounod,36.752620,-4.424302
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4045,11324,POINT (372665.6151405763 4067071.7008154644),MLG0822,de la Virreina,,,,,-1,0,-1,,,MLG0822,de la Virreina,36.740840,-4.426240
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4044,11325,POINT (367735.828474616 4066835.842099724),MLG0823,de Andersen,,,,,-1,0,-1,,,MLG0823,de Andersen,36.738040,-4.481400
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4043,11326,POINT (367804.5809529437 4066834.7788429395),MLG0824,Lope de Rueda,,,,,-1,0,-1,,,MLG0824,Lope de Rueda,36.738040,-4.480630
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4042,11327,POINT (367909.242642319 4066672.2614390454),MLG0825,Lope de Rueda,,,,,-1,0,-1,,,MLG0825,Lope de Rueda,36.736590,-4.479430
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4041,11328,POINT (367616.44033943146 4067085.143106836),MLG0826,Lope de Rueda,,,,,-1,0,-1,,,MLG0826,Lope de Rueda,36.740270,-4.482780
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4040,11329,POINT (367510.3087921672 4067036.852563861),MLG0827,Escritora Matilde del Nido vs Lope de ,,,,,-1,0,-1,,,MLG0827,Escritora Matilde del Nido vs Lope de,36.739820,-4.483960
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-403f,11330,POINT (367189.46839148784 4067194.963398715),MLG0828,Lope de Rueda,,,,,-1,0,-1,,,MLG0828,Lope de Rueda,36.741200,-4.487580
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-403e,11331,POINT (367153.99917140894 4067268.7519960892),MLG0829,Lope de Rueda,,,,,-1,0,-1,,,MLG0829,Lope de Rueda,36.741860,-4.487990
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-403d,11332,POINT (373499.46361760516 4068080.1774924775),MLG0830,alcalde joaquin quiles,,,,,-1,0,-1,,,MLG0830,alcalde joaquin quiles,36.750040,-4.417070
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-403c,11333,POINT (373358.9906273811 4068061.1748990975),MLG0831,alcalde joaquin quiles,,,,,-1,0,-1,,,MLG0831,alcalde joaquin quiles,36.749850,-4.418640
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-403b,11334,POINT (373310.1034114337 4068076.3245759886),MLG0832,alcalde joaquin quiles,,,,,-1,0,-1,,,MLG0832,alcalde joaquin quiles,36.749980,-4.419190
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-403a,11335,POINT (373575.2451231161 4067951.449239856),MLG0833,llobregat,,,,,-1,0,-1,,,MLG0833,llobregat,36.748890,-4.416200
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4039,11336,POINT (373458.7386286477 4067802.2642341754),MLG0834,jerez perchet,,,,,-1,0,-1,,,MLG0834,jerez perchet,36.747530,-4.417480
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4038,11337,POINT (373419.1942997663 4067604.2267411198),MLG0835,jerez perchet,,,,,-1,0,-1,,,MLG0835,jerez perchet,36.745740,-4.417890
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4037,11338,POINT (373212.0166691491 4067844.7573557794),MLG0836,sancho miranda,,,,,-1,0,-1,,,MLG0836,sancho miranda,36.747880,-4.420250
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4036,11339,POINT (373234.2743702041 4067780.068856544),MLG0837,sanchez albarran,,,,,-1,0,-1,,,MLG0837,sanchez albarran,36.747300,-4.419990
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4035,11340,POINT (373271.6393380696 4067770.637775589),MLG0838,malaga oloroso,,,,,-1,0,-1,,,MLG0838,malaga oloroso,36.747220,-4.419570
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4034,11341,POINT (373509.0608037254 4067521.89381931),MLG0839,moscatel,,,,,-1,0,-1,,,MLG0839,moscatel,36.745010,-4.416870
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4033,11342,POINT (373581.6169671366 4067597.3845947385),MLG0840,malaga oloroso,,,,,-1,0,-1,,,MLG0840,malaga oloroso,36.745700,-4.416070
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4032,11343,POINT (373527.34159276704 4067538.2677062526),MLG0841,Moscatel,,,,,-1,0,-1,,,MLG0841,Moscatel,36.745160,-4.416668
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4031,11344,POINT (373111.17553088313 4067307.6407259153),MLG0842,Francisco Correa,,,,,-1,0,-1,,,MLG0842,Francisco Correa,36.743026,-4.421290
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4030,11345,POINT (373113.06489953824 4067073.925330591),MLG0843,francisco lopez lopez,,,,,-1,0,-1,,,MLG0843,francisco lopez lopez,36.740920,-4.421230
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-402f,11346,POINT (374242.42871520313 4067615.7106908094),MLG0844,del Colmenar,,,,,-1,0,-1,,,MLG0844,del Colmenar,36.745953,-4.408673
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-402e,11347,POINT (372521.82175599807 4068214.5438396223),MLG0845,Jane Bowles,,,,,-1,0,-1,,,MLG0845,Jane Bowles,36.751120,-4.428041
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-402d,11348,POINT (372563.6230327677 4068377.0362519836),MLG0846,gounod,,,,,-1,0,-1,,,MLG0846,gounod,36.752590,-4.427600
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-402c,11349,POINT (372629.73324719706 4068259.5393982558),MLG0847,joaquin gaztambide,,,,,-1,0,-1,,,MLG0847,joaquin gaztambide,36.751540,-4.426840
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-402b,11350,POINT (372554.4623420031 4068181.877721084),MLG0848,jane bowles,,,,,-1,0,-1,,,MLG0848,jane bowles,36.750830,-4.427670
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-402a,11351,POINT (372585.7569572099 4068064.8998487038),MLG0849,jane bowles,,,,,-1,0,-1,,,MLG0849,jane bowles,36.749780,-4.427300
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4029,11352,POINT (372663.5096007219 4067829.6090757675),MLG0850,jane bowles cruce con calle alejandro ,,,,,-1,0,-1,,,MLG0850,jane bowles cruce con calle alejandro,36.747670,-4.426390
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4028,11353,POINT (372684.0102956489 4067827.0844271015),MLG0851,jane bowles cruce con calle alejandro ,,,,,-1,0,-1,,,MLG0851,jane bowles cruce con calle alejandro,36.747650,-4.426160
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4027,11354,POINT (372655.9547863194 4067682.1408372587),MLG0852,jane bowles,,,,,-1,0,-1,,,MLG0852,jane bowles,36.746340,-4.426450
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4026,11355,POINT (372719.7902034435 4067591.3100783126),MLG0853,borodin,,,,,-1,0,-1,,,MLG0853,borodin,36.745530,-4.425720
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4025,11356,POINT (372663.5444441013 4067532.2277606255),MLG0854,jane bowles,,,,,-1,0,-1,,,MLG0854,jane bowles,36.744990,-4.426340
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4024,11357,POINT (372790.9603974051 4066492.8285402004),MLG0855,jorge silvela,,,,,-1,0,-1,,,MLG0855,jorge silvela,36.735640,-4.424740
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4023,11358,POINT (372946.7004088465 4066635.874177551),MLG0856,isabel chaix,,,,,-1,0,-1,,,MLG0856,isabel chaix,36.736950,-4.423020
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4022,11359,POINT (373033.7066048018 4066661.2128400304),MLG0857,padre majon versus calle san juan ,,,,,-1,0,-1,,,MLG0857,padre majon versus calle san juan,36.737190,-4.422050
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4021,11360,POINT (373030.06227820215 4066397.7308192463),MLG0858,Albéniz,,,,,-1,0,-1,,,MLG0858,Albéniz,36.734815,-4.422047
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4020,11361,POINT (372909.26234001596 4067157.4004805014),MLG0859,Santiago Ramón y Cajal,,,,,-1,0,-1,,,MLG0859,Santiago Ramón y Cajal,36.741645,-4.423526
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-401f,11362,POINT (372846.7999725772 4067545.034706083),MLG0860,del guadalmedina verus calle duran ,,,,,-1,0,-1,,,MLG0860,del guadalmedina verus calle duran,36.745130,-4.424290
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-401e,11363,POINT (372827.01323880884 4068075.731804289),MLG0861,jacinto benavente,,,,,-1,0,-1,,,MLG0861,jacinto benavente,36.749910,-4.424600
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-401d,11364,POINT (372656.3496034897 4068427.8066747785),MLG0862,gounod s/n,,,,,-1,0,-1,,,MLG0862,gounod s/n,36.753060,-4.426570
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-401c,11365,POINT (373026.0294931231 4068068.3342898586),MLG0863,emilio thuiller,,,,,-1,0,-1,,,MLG0863,emilio thuiller,36.749870,-4.422370
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-401b,11366,POINT (373014.5885323834 4067718.97134834),MLG0864,santiago ramon y cajal,,,,,-1,0,-1,,,MLG0864,santiago ramon y cajal,36.746720,-4.422440
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-401a,11367,POINT (372977.07438094635 4067357.7900502672),MLG0865,santiago ramon y cajal versus calle ,,,,,-1,0,-1,,,MLG0865,santiago ramon y cajal versus calle,36.743460,-4.422800
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4019,11368,POINT (372988.847157281 4067026.1694786097),MLG0866,María Tubau,,,,,-1,0,-1,,,MLG0866,María Tubau,36.740473,-4.422613
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4018,11369,POINT (372856.08278730605 4066788.1304084132),MLG0867,santiago ramon y cajal,,,,,-1,0,-1,,,MLG0867,santiago ramon y cajal,36.738310,-4.424060
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4017,11370,POINT (373086.0596698731 4066879.0319375955),MLG0868,nuestra señora de las guias,,,,,-1,0,-1,,,MLG0868,nuestra señora de las guias,36.739160,-4.421500
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4016,11371,POINT (372003.4345982581 4066327.0392836365),MLG0869,simon bolivar,,,,,-1,0,-1,,,MLG0869,simon bolivar,36.734040,-4.433530
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4015,11372,POINT (371795.30168321443 4066283.1086533004),MLG0870,la Defensa,,,,,-1,0,-1,,,MLG0870,la Defensa,36.733616,-4.435853
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4014,11373,POINT (371934.95719492785 4066287.0081360578),MLG0871,montserrat roig,,,,,-1,0,-1,,,MLG0871,montserrat roig,36.733670,-4.434290
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4013,11374,POINT (371792.3779625412 4066010.62690546),MLG0872,arroyo de los angeles,,,,,-1,0,-1,,,MLG0872,arroyo de los angeles,36.731160,-4.435840
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4012,11375,POINT (372453.38409101934 4065715.5692100767),MLG0873,doctor marañon,,,,,-1,0,-1,,,MLG0873,doctor marañon,36.728590,-4.428390
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4011,11376,POINT (372446.8696550042 4065877.6719967383),MLG0874,doctor marañon versus calle godino,,,,,-1,0,-1,,,MLG0874,doctor marañon versus calle godino,36.730050,-4.428490
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-4010,11377,POINT (372460.50545924384 4066091.29395358),MLG0875,del Doctor Marañón,,,,,-1,0,-1,,,MLG0875,del Doctor Marañón,36.731977,-4.428373
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-400f,11378,POINT (372378.97524808615 4066176.065235133),MLG0876,conde de toreno,,,,,-1,0,-1,,,MLG0876,conde de toreno,36.732730,-4.429300
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-400e,11379,POINT (372216.44050157693 4066117.462644411),MLG0877,poeta agustin ruano,,,,,-1,0,-1,,,MLG0877,poeta agustin ruano,36.732180,-4.431110
