FID,ogc_fid,wkb_geometry,name,description,timestamp,begin,end,altitudemode,tessellate,extrude,visibility,draworder,icon,referencia,direccion,lat,lon
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c83,12285,POINT (371454.18796968256 4062106.476815893),MLG1377,Pacífico,,,,,-1,0,-1,,,MLG1377,Pacífico,36.695930,-4.438970
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c82,12286,POINT (371496.0605595008 4062175.532906677),MLG1378,Pacífico,,,,,-1,0,-1,,,MLG1378,Pacífico,36.696558,-4.438513
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c81,12287,POINT (371648.905138916 4062428.8984126663),MLG1379,Pacífico,,,,,-1,0,-1,,,MLG1379,Pacífico,36.698862,-4.436845
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c80,12288,POINT (371720.8134810355 4062540.7807243248),MLG1381,Pacífico,,,,,-1,0,-1,,,MLG1381,Pacífico,36.699880,-4.436059
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c7f,12289,POINT (371765.66088277166 4062653.6236502393),MLG1382,de Antonio Machado,,,,,-1,0,-1,,,MLG1382,de Antonio Machado,36.700903,-4.435576
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c7e,12290,POINT (371824.2289380313 4062704.2332851253),MLG1383,de Antonio Machado,,,,,-1,0,-1,,,MLG1383,de Antonio Machado,36.701367,-4.434929
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c7d,12291,POINT (371929.65664136317 4062823.2718587634),MLG1384,de Antonio Machado,,,,,-1,0,-1,,,MLG1384,de Antonio Machado,36.702454,-4.433769
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c7c,12292,POINT (371924.2116812889 4062943.081888341),MLG1385,Tomás Echeverría,,,,,-1,0,-1,,,MLG1385,Tomás Echeverría,36.703533,-4.433850
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c7b,12293,POINT (371940.33417073684 4062880.0359143987),MLG1386,Tomás Echeverría,,,,,-1,0,-1,,,MLG1386,Tomás Echeverría,36.702967,-4.433659
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c7a,12294,POINT (371980.21073981764 4062983.4114095946),MLG1387,del Pintor de la Fuente Grima,,,,,-1,0,-1,,,MLG1387,del Pintor de la Fuente Grima,36.703904,-4.433230
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c79,12295,POINT (371119.4106048523 4061468.146492078),MLG1372,Pacífico,,,,,-1,0,-1,,,MLG1372,Pacífico,36.690132,-4.442609
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c78,12296,POINT (371795.0712813361 4065195.118809047),MLG1356,Eugenio Gross,,,,,-1,0,-1,,,MLG1356,Eugenio Gross,36.723811,-4.435673
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c77,12297,POINT (362531.6233215432 4065129.786199153),MLG1357,Calle Rafael Zabaleta 25,,,,,-1,0,-1,,,MLG1357,Calle Rafael Zabaleta 25,36.721926,-4.539363
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c76,12298,POINT (378441.7169672514 4065209.829099677),MLG1358,Luis Taboada,,,,,-1,0,-1,,,MLG1358,Luis Taboada,36.724818,-4.361264
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c75,12299,POINT (369535.9402487677 4061408.341727291),MLG1359,Gregorio Allegri,,,,,-1,0,-1,,,MLG1359,Gregorio Allegri,36.689377,-4.460318
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c74,12300,POINT (378876.4017783907 4066285.517348795),MLG1360,Leoni Benabú,,,,,-1,0,-1,,,MLG1360,Leoni Benabú,36.734568,-4.356568
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c73,12301,POINT (378546.42730774434 4064544.6937134243),MLG1363,Quitapenas,,,,,-1,0,-1,,,MLG1363,Quitapenas,36.718837,-4.359986
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c72,12302,POINT (377342.4403211969 4064842.2640973884),MLG1394,Bolivia,,,,,-1,0,-1,,,MLG1394,Bolivia,36.721364,-4.373512
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c71,12303,POINT (378195.52819355874 4064599.83538653),MLG1395,Virgen Milagrosa,,,,,-1,0,-1,,,MLG1395,Virgen Milagrosa,36.719289,-4.363923
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c70,12304,POINT (379293.22514938586 4064425.7191450372),MLG1396,Salvador Allende,,,,,-1,0,-1,,,MLG1396,Salvador Allende,36.717860,-4.351607
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c6f,12305,POINT (371814.55081577855 4063072.330149752),MLG1397,Carmen de Burgos,,,,,-1,0,-1,,,MLG1397,Carmen de Burgos,36.704683,-4.435099
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c6e,12306,POINT (373972.084232887 4064497.7765179104),MLG1364,Calle Reding 8-10,,,,,-1,0,-1,,,MLG1364,Calle Reding 8-10,36.717818,-4.411186
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c6d,12307,POINT (378408.4523984328 4064647.848271926),MLG1361,Estación de el Palo,,,,,-1,0,-1,,,MLG1361,Estación de el Palo,36.719749,-4.361547
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c6c,12308,POINT (377375.9256977418 4064841.4512235997),MLG1362,Bolivia,,,,,-1,0,-1,,,MLG1362,Bolivia,36.721361,-4.373137
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c6b,12309,POINT (373802.69538891356 4064230.0810949695),MLG1388,Marítimo Ciudad de Melilla,,,,,-1,0,-1,,,MLG1388,Marítimo Ciudad de Melilla,36.715383,-4.413038
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c6a,12310,POINT (374054.27388291294 4064479.922126547),MLG1389,Marítimo Ciudad de Melilla,,,,,-1,0,-1,,,MLG1389,Marítimo Ciudad de Melilla,36.717668,-4.410263
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c69,12311,POINT (374530.8504319234 4064759.8670311724),MLG1390,Marítimo Pablo Ruiz Picasso,,,,,-1,0,-1,,,MLG1390,Marítimo Pablo Ruiz Picasso,36.720254,-4.404974
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c68,12312,POINT (375637.84410588944 4065094.8964143563),MLG1391,Marcos de Obregón,,,,,-1,0,-1,,,MLG1391,Marcos de Obregón,36.723419,-4.392636
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c67,12313,POINT (373976.26061321225 4064478.074782989),MLG1392,Pintor Martínez Virel,,,,,-1,0,-1,,,MLG1392,Pintor Martínez Virel,36.717641,-4.411136
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c66,12314,POINT (373493.1543693639 4068184.79766461),MLG1365,del Marques de Mantua,,,,,-1,0,-1,,,MLG1365,del Marques de Mantua,36.750982,-4.417158
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c65,12315,POINT (365150.28577405505 4059451.470400785),MLG1366,Calle Caliza ,,,,,-1,0,-1,,,MLG1366,Calle Caliza,36.671130,-4.509048
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c64,12316,POINT (370392.64358863153 4061948.709039055),MLG1367,Plaza Mozart 5,,,,,-1,0,-1,,,MLG1367,Plaza Mozart 5,36.694364,-4.450823
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c63,12317,POINT (370874.4068726628 4062063.0469302004),MLG1368,Calle Guillermo Carrera Rubio 15,,,,,-1,0,-1,,,MLG1368,Calle Guillermo Carrera Rubio 15,36.695460,-4.445451
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c62,12318,POINT (370744.5536910348 4062452.7108576656),MLG1369,de Velázquez,,,,,-1,0,-1,,,MLG1369,de Velázquez,36.698954,-4.446970
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c61,12319,POINT (370866.30558514106 4062586.4706586073),MLG1370,Calle Guindaleta 1,,,,,-1,0,-1,,,MLG1370,Calle Guindaleta 1,36.700176,-4.445630
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c60,12320,POINT (369249.93368625385 4064687.9170806794),MLG1380,Avenida de Gregorio Prieto 7,,,,,-1,0,-1,,,MLG1380,Avenida de Gregorio Prieto 7,36.718893,-4.464079
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c5f,12321,POINT (372366.49088145053 4063632.543668263),MLG1393,Donoso Cortés,,,,,-1,0,-1,,,MLG1393,Donoso Cortés,36.709806,-4.429015
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c5e,12322,POINT (370481.41655949346 4063829.414922174),MLG1398,Calle Corregidor Francisco de Luján 8,,,,,-1,0,-1,,,MLG1398,Calle Corregidor Francisco de Luján 8,36.711325,-4.450148
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c5d,12323,POINT (370370.25307498756 4064046.034324035),MLG1399,Calle Río Guadiana 10,,,,,-1,0,-1,,,MLG1399,Calle Río Guadiana 10,36.713262,-4.451429
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c5c,12324,POINT (370525.28717408446 4064024.601683854),MLG1400,Calle Corregidor Antonio de ,,,,,-1,0,-1,,,MLG1400,Calle Corregidor Antonio de,36.713090,-4.449690
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c5b,12325,POINT (370891.2267906187 4063628.5935125123),MLG1401,de San Rafael,,,,,-1,0,-1,,,MLG1401,de San Rafael,36.709571,-4.445527
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c5a,12326,POINT (371666.28656640445 4064017.2913804958),MLG1402,de los Tilos,,,,,-1,0,-1,,,MLG1402,de los Tilos,36.713179,-4.436917
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c59,12327,POINT (371239.08327885007 4064201.9149944508),MLG1403,de la Aurora,,,,,-1,0,-1,,,MLG1403,de la Aurora,36.714785,-4.441730
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c58,12328,POINT (368020.4487581372 4057041.377756773),MLG1404,Calle la Cizaña 20,,,,,-1,0,-1,,,MLG1404,Calle la Cizaña 20,36.649813,-4.476524
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c57,12329,POINT (372421.9540532987 4063685.311626923),MLG1405,Lebrija,,,,,-1,0,-1,,,MLG1405,Lebrija,36.710289,-4.428403
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c56,12330,POINT (371711.1884864471 4063728.8915580334),MLG1406,Calle Poeta Muñoz Rojas 5,,,,,-1,0,-1,,,MLG1406,Calle Poeta Muñoz Rojas 5,36.710586,-4.436366
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c55,12331,POINT (371341.62853193935 4061888.4610429327),MLG1408,Autovía de Acceso al Puerto de ,,,,,-1,0,-1,,,MLG1408,Autovía de Acceso al Puerto de,36.693950,-4.440193
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c54,12332,POINT (365684.2163800313 4058459.4901764016),MLG1407,Calle Sedella 38,,,,,-1,0,-1,,,MLG1407,Calle Sedella 38,36.662266,-4.502901
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c53,12333,POINT (372343.17032838357 4065704.008847974),MLG1409,del Arroyo de los Ángeles,,,,,-1,0,-1,,,MLG1409,del Arroyo de los Ángeles,36.728471,-4.429622
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c52,12334,POINT (378719.970485847 4064574.743207214),MLG1410,Salvador Allende,,,,,-1,0,-1,,,MLG1410,Salvador Allende,36.719130,-4.358048
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c51,12335,POINT (370215.00448215485 4062232.2474765205),MLG1411,Luz,,,,,-1,0,-1,,,MLG1411,Luz,36.696895,-4.452859
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c50,12336,POINT (374491.6594309024 4066502.4286903297),MLG1412,de los Almendrales,,,,,-1,0,-1,,,MLG1412,de los Almendrales,36.735953,-4.405699
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c4f,12337,POINT (362258.6810523056 4066536.485174672),MLG1415,de Adonis,,,,,-1,0,-1,,,MLG1415,de Adonis,36.734563,-4.542672
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c4e,12338,POINT (370405.3342756965 4062066.914730399),MLG1413,Juan Sebastián Bach,,,,,-1,0,-1,,,MLG1413,Juan Sebastián Bach,36.695431,-4.450701
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c4d,12339,POINT (371486.2171710901 4063138.948121701),MLG1414,Calle Héroe de Sostoa 89,,,,,-1,0,-1,,,MLG1414,Calle Héroe de Sostoa 89,36.705239,-4.438785
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c4c,12340,POINT (371353.75930503506 4064092.8890126613),MLG1416,Fernández Fermina,,,,,-1,0,-1,,,MLG1416,Fernández Fermina,36.713818,-4.440428
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c4b,12341,POINT (370378.8100913891 4063690.821346252),MLG1417,Calle del Alcalde Díaz Zafra 26,,,,,-1,0,-1,,,MLG1417,Calle del Alcalde Díaz Zafra 26,36.710062,-4.451273
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c4a,12342,POINT (372121.58020056423 4064419.9283290636),MLG1418,de Andalucía,,,,,-1,0,-1,,,MLG1418,de Andalucía,36.716869,-4.431888
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c49,12343,POINT (376638.60599638475 4065446.6875578784),MLG1419,Unidad,,,,,-1,0,-1,,,MLG1419,Unidad,36.726720,-4.381489
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c48,12344,POINT (373185.3199361346 4067592.1584288646),MLG1420,Calle Jerez Perchet 8,,,,,-1,0,-1,,,MLG1420,Calle Jerez Perchet 8,36.745600,-4.420507
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c47,12345,POINT (370359.0001878318 4064140.6348066507),MLG1421,de Conan Doyle,,,,,-1,0,-1,,,MLG1421,de Conan Doyle,36.714113,-4.451571
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c46,12346,POINT (370415.07011152065 4064150.2161682057),MLG1422,de Conan Doyle,,,,,-1,0,-1,,,MLG1422,de Conan Doyle,36.714207,-4.450945
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c45,12347,POINT (369421.5148984126 4062906.0989917195),MLG1423,Antonio Rodriguez Sánchez,,,,,-1,0,-1,,,MLG1423,Antonio Rodriguez Sánchez,36.702859,-4.461854
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c44,12348,POINT (369376.4029072086 4063129.2698979047),MLG1424,Cristóbal Ruiz Molero,,,,,-1,0,-1,,,MLG1424,Cristóbal Ruiz Molero,36.704864,-4.462397
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c43,12349,POINT (369461.61835579935 4062928.5679059946),MLG1425,Cristóbal Ruiz Molero,,,,,-1,0,-1,,,MLG1425,Cristóbal Ruiz Molero,36.703067,-4.461409
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c42,12350,POINT (367431.0013966393 4064454.9155867435),MLG1426,Calle Bulevar Louis Pasteur 17,,,,,-1,0,-1,,,MLG1426,Calle Bulevar Louis Pasteur 17,36.716541,-4.484400
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c41,12351,POINT (367431.0013966393 4064454.9155867435),MLG1427,Calle Bulevar Louis Pasteur 17,,,,,-1,0,-1,,,MLG1427,Calle Bulevar Louis Pasteur 17,36.716541,-4.484400
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c40,12352,POINT (367431.0013966393 4064454.9155867435),MLG1428,Calle Bulevar Louis Pasteur 17,,,,,-1,0,-1,,,MLG1428,Calle Bulevar Louis Pasteur 17,36.716541,-4.484400
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c3f,12353,POINT (369834.21675326134 4063405.143108629),MLG1429,Carretera Ronda Oeste 199,,,,,-1,0,-1,,,MLG1429,Carretera Ronda Oeste 199,36.707413,-4.457320
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c3e,12354,POINT (369840.63451517484 4063398.2767292536),MLG1430,Nehemias,,,,,-1,0,-1,,,MLG1430,Nehemias,36.707352,-4.457247
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c3d,12355,POINT (371617.97890720546 4065090.5842523878),MLG1431,Begoña,,,,,-1,0,-1,,,MLG1431,Begoña,36.722845,-4.437638
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c3c,12356,POINT (369294.9394035282 4063212.62668784),MLG1432,de las Bulerías,,,,,-1,0,-1,,,MLG1432,de las Bulerías,36.705604,-4.463323
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c3b,12357,POINT (369256.89174673596 4063196.008277935),MLG1433,Antonio Rodriguez Sánchez,,,,,-1,0,-1,,,MLG1433,Antonio Rodriguez Sánchez,36.705449,-4.463746
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c3a,12358,POINT (369334.082528087 4063230.7820356507),MLG1434,de las Bulerías,,,,,-1,0,-1,,,MLG1434,de las Bulerías,36.705773,-4.462888
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c39,12359,POINT (369439.9851247764 4062892.7235589423),MLG1435,de la Bandolá,,,,,-1,0,-1,,,MLG1435,de la Bandolá,36.702741,-4.461645
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c38,12360,POINT (369293.7014656508 4063090.585164137),MLG1436,Antonio Rodriguez Sánchez,,,,,-1,0,-1,,,MLG1436,Antonio Rodriguez Sánchez,36.704504,-4.463316
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c37,12361,POINT (369264.6136262904 4063081.486423638),MLG1437,Antonio Rodriguez Sánchez,,,,,-1,0,-1,,,MLG1437,Antonio Rodriguez Sánchez,36.704418,-4.463640
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c36,12362,POINT (369511.7372011853 4062394.622720265),MLG1438,Cámara,,,,,-1,0,-1,,,MLG1438,Cámara,36.698262,-4.460757
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c35,12363,POINT (369391.5752439376 4062893.9058042453),MLG1439,Antonio Rodriguez Sánchez,,,,,-1,0,-1,,,MLG1439,Antonio Rodriguez Sánchez,36.702745,-4.462187
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c34,12364,POINT (369392.00216844643 4062875.0354245664),MLG1440,de la Bandolá,,,,,-1,0,-1,,,MLG1440,de la Bandolá,36.702575,-4.462179
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c33,12365,POINT (369360.95432924654 4062878.061303492),MLG1441,Antonio Rodriguez Sánchez,,,,,-1,0,-1,,,MLG1441,Antonio Rodriguez Sánchez,36.702598,-4.462527
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c32,12366,POINT (369517.0591975405 4062409.632691431),MLG1442,Cámara,,,,,-1,0,-1,,,MLG1442,Cámara,36.698398,-4.460700
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c31,12367,POINT (373190.12271116284 4064699.62952584),MLG1443,Molina Lario,,,,,-1,0,-1,,,MLG1443,Molina Lario,36.719533,-4.419973
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c30,12368,POINT (369418.55753916356 4063028.537304064),MLG1444,Cristóbal Ruiz Molero,,,,,-1,0,-1,,,MLG1444,Cristóbal Ruiz Molero,36.703962,-4.461908
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c2f,12369,POINT (369224.9520465005 4063181.5160015346),MLG1445,Antonio Rodriguez Sánchez,,,,,-1,0,-1,,,MLG1445,Antonio Rodriguez Sánchez,36.705314,-4.464101
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c2e,12370,POINT (369232.8152019646 4063169.855620547),MLG1446,Antonio Rodriguez Sánchez,,,,,-1,0,-1,,,MLG1446,Antonio Rodriguez Sánchez,36.705210,-4.464011
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c2d,12371,POINT (369306.33672238747 4063198.3602433098),MLG1447,Antonio Rodriguez Sánchez,,,,,-1,0,-1,,,MLG1447,Antonio Rodriguez Sánchez,36.705477,-4.463193
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c2c,12372,POINT (369340.3524360246 4063114.728952412),MLG1448,Antonio Rodriguez Sánchez,,,,,-1,0,-1,,,MLG1448,Antonio Rodriguez Sánchez,36.704728,-4.462798
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c2b,12373,POINT (369320.1517261657 4062985.431354472),MLG1449,Cristóbal Ruiz Molero,,,,,-1,0,-1,,,MLG1449,Cristóbal Ruiz Molero,36.703560,-4.463002
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c2a,12374,POINT (369349.84520459943 4062999.070573331),MLG1450,Cristóbal Ruiz Molero,,,,,-1,0,-1,,,MLG1450,Cristóbal Ruiz Molero,36.703687,-4.462672
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c29,12375,POINT (369381.7460243286 4063005.130664138),MLG1451,Cristóbal Ruiz Molero,,,,,-1,0,-1,,,MLG1451,Cristóbal Ruiz Molero,36.703746,-4.462316
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c28,12376,POINT (370807.99532841356 4064400.2678920827),MLG1452,Virgen del Rocío,,,,,-1,0,-1,,,MLG1452,Virgen del Rocío,36.716514,-4.446589
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c27,12377,POINT (370171.32014636614 4066643.053632013),MLG1453,MA-20 ,,,,,-1,0,-1,,,MLG1453,MA-20,36.736639,-4.454097
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c26,12378,POINT (375444.49566739023 4066158.608718325),MLG1454,Calle de la Minilla 3,,,,,-1,0,-1,,,MLG1454,Calle de la Minilla 3,36.732980,-4.394974
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c25,12379,POINT (375640.48340289306 4066234.7608403643),MLG1455,Calle de la Minilla 31,,,,,-1,0,-1,,,MLG1455,Calle de la Minilla 31,36.733692,-4.392792
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c24,12380,POINT (381694.137086796 4063970.1046052645),MLG1456,Calle Escritor Alarcón Bonel ,,,,,-1,0,-1,,,MLG1456,Calle Escritor Alarcón Bonel,36.714056,-4.324659
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c23,12381,POINT (378821.1439660485 4065114.679918209),MLG1457,Miraflores del Palo,,,,,-1,0,-1,,,MLG1457,Miraflores del Palo,36.724009,-4.357001
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c22,12382,POINT (379653.2901888042 4064913.4154509646),MLG1458,de Olias,,,,,-1,0,-1,,,MLG1458,de Olias,36.722301,-4.347653
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c21,12383,POINT (379652.85770499223 4064914.4201640952),MLG1459,Carretera de Olias 109,,,,,-1,0,-1,,,MLG1459,Carretera de Olias 109,36.722310,-4.347658
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c20,12384,POINT (373016.33067211625 4065292.304665375),MLG1460,Ollerías,,,,,-1,0,-1,,,MLG1460,Ollerías,36.724851,-4.422017
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c1f,12385,POINT (372995.8587421176 4065182.866789389),MLG1461,Carretería,,,,,-1,0,-1,,,MLG1461,Carretería,36.723862,-4.422228
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c1e,12386,POINT (371003.1189503891 4062101.0537631037),MLG1462,Calle Frigiliana 16-18,,,,,-1,0,-1,,,MLG1462,Calle Frigiliana 16-18,36.695820,-4.444017
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c1d,12387,POINT (370863.6715625589 4062192.5916430578),MLG1463,Frigiliana,,,,,-1,0,-1,,,MLG1463,Frigiliana,36.696626,-4.445593
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c1c,12388,POINT (366922.65024066216 4065262.6467501796),MLG1464,Felix Gancedo,,,,,-1,0,-1,,,MLG1464,Felix Gancedo,36.723749,-4.490231
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c1b,12389,POINT (370099.16277074435 4062011.9662288637),MLG1465,Antillas,,,,,-1,0,-1,,,MLG1465,Antillas,36.694894,-4.454118
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c1a,12390,POINT (373110.01398498507 4066386.8903423124),MLG1466,Rojas,,,,,-1,0,-1,,,MLG1466,Rojas,36.734728,-4.421150
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c19,12391,POINT (373784.3121417511 4066223.228826601),MLG1467,Calle Obispo González García 24,,,,,-1,0,-1,,,MLG1467,Calle Obispo González García 24,36.733343,-4.413573
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c18,12392,POINT (373708.0519908866 4065679.752602461),MLG1468,Cristo de la Epidemia,,,,,-1,0,-1,,,MLG1468,Cristo de la Epidemia,36.728435,-4.414337
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c17,12393,POINT (374009.46860360156 4065544.03953745),MLG1469,Ferrándiz,,,,,-1,0,-1,,,MLG1469,Ferrándiz,36.727252,-4.410940
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c16,12394,POINT (373975.17411078955 4065362.4562804056),MLG1470,Calle Pinosol 33,,,,,-1,0,-1,,,MLG1470,Calle Pinosol 33,36.725611,-4.411294
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c15,12395,POINT (373964.8410856846 4065479.562345941),MLG1471,Pinosol,,,,,-1,0,-1,,,MLG1471,Pinosol,36.726665,-4.411429
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c14,12396,POINT (372709.2253798089 4067337.584231837),MLG1472,Joaquín Gaztambide,,,,,-1,0,-1,,,MLG1472,Joaquín Gaztambide,36.743242,-4.425796
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c13,12397,POINT (371221.71472144994 4063154.352187107),MLG1473,Avenida de Juan XXIII 12,,,,,-1,0,-1,,,MLG1473,Avenida de Juan XXIII 12,36.705342,-4.441748
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c12,12398,POINT (368209.2337050066 4066926.736373041),MLG1474,Calle Escritor Atienza Huertos 46-48,,,,,-1,0,-1,,,MLG1474,Calle Escritor Atienza Huertos 46-48,36.738925,-4.476115
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c11,12399,POINT (373907.5394165579 4067257.131734497),MLG1475,el Clarinete,,,,,-1,0,-1,,,MLG1475,el Clarinete,36.742677,-4.412364
da_amb_contenedoresvidrio.fid-2958923c_16b642ccbef_-3c10,12400,POINT (367839.3667049685 4057887.047060288),MLG1476,Calle Alfonso Ponce de León 1,,,,,-1,0,-1,,,MLG1476,Calle Alfonso Ponce de León 1,36.657409,-4.478695
