FID,ID,NOMBRE,DESCRIPCION,DIRECCION,SDOGEOMETRIA,URL,EMAIL,CONTACTO,HORARIOS,PRECIOS,TITULARIDAD,TARJETAJOVEN,ACCESOPMR,INFOESP,lon,lat
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-7514,3470,Contenedor ropa Pl Olletas,,"PLAZA DE OLLETAS, 7 ",POINT (-4.415965389866936 36.733398016644195),,,,,,MUNICIPAL,No,No,,-4.415965389866936,36.733398016644195
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-7513,3346,Contenedor ropa Cl Escritora Carmen Bravo-Villasante,,"CALLE ESCRITORA CARMEN BRAVO-VILLASANTE, 12 ",POINT (-4.512343148457972 36.66741698292719),,,,,,MUNICIPAL,No,No,,-4.512343148457972,36.66741698292719
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-7512,3403,Contenedor ropa Cl Mercedes Formica,,"CALLE MERCEDES FÓRMICA, 4 ",POINT (-4.505621359150893 36.659366415436935),,,,,,MUNICIPAL,No,No,,-4.505621359150893,36.659366415436935
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-7511,3321,Contenedor ropa Cl Atarazanas,,"CALLE ATARAZANAS, 10 ",POINT (-4.42450324770335 36.71800641042839),,,,,,MUNICIPAL,No,No,,-4.42450324770335,36.71800641042839
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-7510,3396,Contenedor ropa Cl Maestro Serrano,,"CALLE MAESTRO SERRANO, 83 ",POINT (-4.501410692251262 36.6621620196469),,,,,,MUNICIPAL,No,No,,-4.501410692251262,36.6621620196469
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-750f,3266,Contenedor ropa Av Europa 68,,"AVENIDA DE EUROPA, 60 ",POINT (-4.451792375136245 36.70051124654892),,,,,,MUNICIPAL,No,No,,-4.451792375136245,36.70051124654892
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-750e,3267,Contenedor ropa Av Europa 99,,"AVENIDA DE EUROPA, 99 ",POINT (-4.452925535382544 36.69955091020245),,,,,,MUNICIPAL,No,No,,-4.452925535382544,36.69955091020245
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-750d,3416,Contenedor ropa Cl Pacífico 57,,"CALLE PACÍFICO, 57 ",POINT (-4.4428222485150375 36.68966601380937),,,,,,MUNICIPAL,No,No,,-4.4428222485150375,36.68966601380937
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-750c,3383,Contenedor ropa Cl Jose Iturbi,,"CALLE DE JOSÉ ITURBI, 1 ",POINT (-4.442906466890361 36.725727833046406),,,,,,MUNICIPAL,No,No,,-4.442906466890361,36.725727833046406
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-750b,3304,Contenedor ropa Av Simón Bolívar,,"AVENIDA DE SIMÓN BOLÍVAR, 9 ",POINT (-4.4339629750943415 36.733908427944634),,,,,,MUNICIPAL,No,No,,-4.4339629750943415,36.733908427944634
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-750a,3299,Contenedor ropa Av Salvador Allende,,"AVENIDA DE SALVADOR ALLENDE, 338 ",POINT (-4.348911617566631 36.71729508610566),,,,,,MUNICIPAL,No,No,,-4.348911617566631,36.71729508610566
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-7509,3373,Contenedor ropa Cl Hilera 26,,"CALLE HILERA, 26 ",POINT (-4.435945701139949 36.7188091524315),,,,,,MUNICIPAL,No,No,,-4.435945701139949,36.7188091524315
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-7508,3417,Contenedor ropa Cl Pedro Gómez Chaix,,"CALLE PEDRO GÓMEZ CHAIX, 8 ",POINT (-4.440731849277692 36.71770923834561),,,,,,MUNICIPAL,No,No,,-4.440731849277692,36.71770923834561
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-7507,3415,Contenedor ropa Cl Pacífico 35,,"CALLE PACÍFICO, 35 ",POINT (-4.440351658985141 36.693760161747896),,,,,,MUNICIPAL,No,No,,-4.440351658985141,36.693760161747896
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-7506,3265,Contenedor ropa Av Europa 52,,"AVENIDA DE EUROPA, 52 ",POINT (-4.449767430895542 36.70142389381434),,,,,,MUNICIPAL,No,No,,-4.449767430895542,36.70142389381434
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-7505,3409,Contenedor ropa Cl Navarro Ledesma 3,,"CALLE NAVARRO LEDESMA, 3 ",POINT (-4.460462552478655 36.72556198320447),,,,,,MUNICIPAL,No,No,,-4.460462552478655,36.72556198320447
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-7504,3408,Contenedor ropa Cl Navarro Ledesma 166,,"CALLE NAVARRO LEDESMA, 166 ",POINT (-4.4796973122627195 36.72479284123719),,,,,,MUNICIPAL,No,No,,-4.4796973122627195,36.72479284123719
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-7503,3445,Contenedor ropa Cmno Pato Del,,"CAMINO DEL PATO, 32 ",POINT (-4.45206350591396 36.68882553841069),,,,,,MUNICIPAL,No,No,,-4.45206350591396,36.68882553841069
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-7502,3374,Contenedor ropa Cl Hilera 6,,"CALLE HILERA, 6 ",POINT (-4.428164092910133 36.717963310946715),,,,,,MUNICIPAL,No,No,,-4.428164092910133,36.717963310946715
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-7501,3371,Contenedor ropa Cl Hilera 13,,"CALLE HILERA, 13 ",POINT (-4.434325702840852 36.71930592459499),,,,,,MUNICIPAL,No,No,,-4.434325702840852,36.71930592459499
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-7500,3325,Contenedor ropa Cl Cañizares,,"CALLE CAÑIZARES, 7 ",POINT (-4.435519229182711 36.701853892675864),,,,,,MUNICIPAL,No,No,,-4.435519229182711,36.701853892675864
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74ff,3440,Contenedor ropa Cl Virgen De La Fuensanta,,"CALLE VIRGEN DE LA FUENSANTA, 48 ",POINT (-4.447130623791058 36.71404131076248),,,,,,MUNICIPAL,No,No,,-4.447130623791058,36.71404131076248
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74fe,3407,Contenedor ropa Cl Navarro Ledesma 148,,"CALLE NAVARRO LEDESMA, 148 ",POINT (-4.474299618362877 36.724677852455514),,,,,,MUNICIPAL,No,No,,-4.474299618362877,36.724677852455514
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74fd,3370,Contenedor ropa Cl Hilera 10,,"CALLE HILERA, 10 ",POINT (-4.431097061938765 36.71882244389559),,,,,,MUNICIPAL,No,No,,-4.431097061938765,36.71882244389559
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74fc,3264,Contenedor ropa Av Europa 117,,"AVENIDA DE EUROPA, 117 ",POINT (-4.454603830602739 36.69851063179402),,,,,,MUNICIPAL,No,No,,-4.454603830602739,36.69851063179402
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74fb,3389,Contenedor ropa Cl Juan Vázquez,,"CALLE JUAN VÁZQUEZ, 1 ",POINT (-4.37905421186468 36.735927499231764),,,,,,MUNICIPAL,No,No,,-4.37905421186468,36.735927499231764
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74fa,3465,Contenedor ropa Pl John F. Kennedy,,"PLAZA DE JOHN F. KENNEDY, 3 ",POINT (-4.423742817906659 36.75005840789428),,,,,,MUNICIPAL,No,No,,-4.423742817906659,36.75005840789428
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74f9,3255,Contenedor ropa Av Caballerizas Las,,"AVENIDA DE LAS CABALLERIZAS, 31 ",POINT (-4.3973528277004865 36.73239917799478),,,,,,MUNICIPAL,No,No,,-4.3973528277004865,36.73239917799478
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74f8,3432,Contenedor ropa Cl Sor Juana Inés De La Cruz,,"CALLE SOR JUANA INÉS DE LA CRUZ, 2 ",POINT (-4.418587426544596 36.75262532333108),,,,,,MUNICIPAL,No,No,,-4.418587426544596,36.75262532333108
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74f7,3350,Contenedor ropa Cl Federico Fellini 34,,"CALLE FEDERICO FELLINI, 34 ",POINT (-4.3895448309991805 36.727474755205954),,,,,,MUNICIPAL,No,No,,-4.3895448309991805,36.727474755205954
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74f6,3398,Contenedor ropa Cl Marqués De Mantua,,"CALLE DEL MARQUÉS DE MANTUA, 9 ",POINT (-4.416809322373562 36.75090863407527),,,,,,MUNICIPAL,No,No,,-4.416809322373562,36.75090863407527
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74f5,3351,Contenedor ropa Cl Federico Fellini 85,,"CALLE FEDERICO FELLINI, 85 ",POINT (-4.385807470756846 36.727148585957565),,,,,,MUNICIPAL,No,No,,-4.385807470756846,36.727148585957565
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74f4,3262,Contenedor ropa Av Doctor Marañón,,"AVENIDA DEL DOCTOR MARAÑÓN, 23 ",POINT (-4.428566316034204 36.73013199298652),,,,,,MUNICIPAL,No,No,,-4.428566316034204,36.73013199298652
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74f3,3326,Contenedor ropa Cl Cervantes,,"CALLE CERVANTES, 14 ",POINT (-4.410106577212458 36.71886885373542),,,,,,MUNICIPAL,No,No,,-4.410106577212458,36.71886885373542
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74f2,3458,Contenedor ropa Pl Bailén,,"PLAZA BAILÉN, 11 ",POINT (-4.431460561229152 36.72427866184933),,,,,,MUNICIPAL,No,No,,-4.431460561229152,36.72427866184933
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74f1,3426,Contenedor ropa Cl San Juan Bosco,,"CALLE SAN JUAN BOSCO, 49 ",POINT (-4.4223741160652725 36.734106964001995),,,,,,MUNICIPAL,No,No,,-4.4223741160652725,36.734106964001995
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74f0,3345,Contenedor ropa Cl Escritor Julio Balbas,,"CALLE DEL ESCRITOR JULIO BALBAS, 24 ",POINT (-4.4988184217685205 36.66234802673632),,,,,,MUNICIPAL,No,No,,-4.4988184217685205,36.66234802673632
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74ef,3372,Contenedor ropa Cl Hilera 14,,"CALLE HILERA, 14 ",POINT (-4.432839489243319 36.71967488675372),,,,,,MUNICIPAL,No,No,,-4.432839489243319,36.71967488675372
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74ee,3460,Contenedor ropa Pl Francisco López López,,"PLAZA FRANCISCO LÓPEZ LÓPEZ, 5 ",POINT (-4.421076724251237 36.74085162287872),,,,,,MUNICIPAL,No,No,,-4.421076724251237,36.74085162287872
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74ed,3462,Contenedor ropa Pl Inmaculada,,"PLAZA DE LA INMACULADA, 14 ",POINT (-4.503157970123636 36.66936818293721),,,,,,MUNICIPAL,No,No,,-4.503157970123636,36.66936818293721
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74ec,3339,Contenedor ropa Cl Don Juan De Austria,,"CALLE DON JUAN DE AUSTRIA, 43 ",POINT (-4.4287773478263786 36.72668034735309),,,,,,MUNICIPAL,No,No,,-4.4287773478263786,36.72668034735309
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74eb,3469,Contenedor ropa Pl Mozart,,"PLAZA DE MOZART, 1 ",POINT (-4.44966831508765 36.69431744985974),,,,,,MUNICIPAL,No,No,,-4.44966831508765,36.69431744985974
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74ea,3447,Contenedor ropa Cmno San Rafael 23,,"CAMINO DE SAN RAFAEL, 23 ",POINT (-4.443954648140841 36.70989943791953),,,,,,MUNICIPAL,No,No,,-4.443954648140841,36.70989943791953
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74e9,3436,Contenedor ropa Cl Vicente Aleixandre,,"CALLE VICENTE ALEIXANDRE, 50 ",POINT (-4.441025756096926 36.698591771910486),,,,,,MUNICIPAL,No,No,,-4.441025756096926,36.698591771910486
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74e8,3344,Contenedor ropa Cl Eolo,,"CALLE DE EOLO, 1 ",POINT (-4.4760378590765555 36.719139743901444),,,,,,MUNICIPAL,No,No,,-4.4760378590765555,36.719139743901444
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74e7,3366,Contenedor ropa Cl Hamlet,,"CALLE HAMLET, 24 ",POINT (-4.463787776733931 36.71031638514652),,,,,,MUNICIPAL,No,No,,-4.463787776733931,36.71031638514652
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74e6,3360,Contenedor ropa Cl Godino  4,,"CALLE GODINO, 4 ",POINT (-4.429274318888475 36.7309724646758),,,,,,MUNICIPAL,No,No,,-4.429274318888475,36.7309724646758
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74e5,3400,Contenedor ropa Cl Martinez De La Rosa,,"CALLE MARTÍNEZ DE LA ROSA, 167 ",POINT (-4.442467832180314 36.727656343666034),,,,,,MUNICIPAL,No,No,,-4.442467832180314,36.727656343666034
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74e4,3361,Contenedor ropa Cl Godino 20,,"CALLE GODINO, 30 ",POINT (-4.429829258260627 36.73304164283656),,,,,,MUNICIPAL,No,No,,-4.429829258260627,36.73304164283656
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74e3,3401,Contenedor ropa Cl Martínez Maldonado,,"CALLE MARTÍNEZ MALDONADO, 45 ",POINT (-4.435379770566256 36.721361374898294),,,,,,MUNICIPAL,No,No,,-4.435379770566256,36.721361374898294
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74e2,3338,Contenedor ropa Cl Doctor Ramos Acosta,,"CALLE DOCTOR RAMOS ACOSTA, 20 ",POINT (-4.50248661600774 36.66336090617416),,,,,,MUNICIPAL,No,No,,-4.50248661600774,36.66336090617416
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74e1,3402,Contenedor ropa Cl Matisse,,"CALLE DE MATISSE, 1 ",POINT (-4.53832835787508 36.72308697960095),,,,,,MUNICIPAL,No,No,,-4.53832835787508,36.72308697960095
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74e0,3449,Contenedor ropa Cmno Santa Inés,,"CAMINO SANTA INÉS, 12 ",POINT (-4.533851869175921 36.7208733798978),,,,,,MUNICIPAL,No,No,,-4.533851869175921,36.7208733798978
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74df,3288,Contenedor ropa Av Obispo Ángel Herrera Oria,,"AVENIDA DEL OBISPO ÁNGEL HERRERA ORIA, 2 ",POINT (-4.437977618391543 36.71830078653625),,,,,,MUNICIPAL,No,No,,-4.437977618391543,36.71830078653625
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74de,3309,Contenedor ropa Cl Albacete,,"CALLE ALBACETE, 2 ",POINT (-4.443789807394051 36.72891438903034),,,,,,MUNICIPAL,No,No,,-4.443789807394051,36.72891438903034
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74dd,3305,Contenedor ropa Av Sor Teresa Prat,,"AVENIDA DE SOR TERESA PRAT, 63 ",POINT (-4.443077071587952 36.6949231509708),,,,,,MUNICIPAL,No,No,,-4.443077071587952,36.6949231509708
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74dc,3450,Contenedor ropa Cmno Suárez 10,,"CAMINO DE SUÁREZ, 10 ",POINT (-4.4368840825518685 36.72733525611937),,,,,,MUNICIPAL,No,No,,-4.4368840825518685,36.72733525611937
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74db,3448,Contenedor ropa Cmno San Rafael 52,,"CAMINO DE SAN RAFAEL, 52 ",POINT (-4.447538554400029 36.70818091598274),,,,,,MUNICIPAL,No,No,,-4.447538554400029,36.70818091598274
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74da,3435,Contenedor ropa Cl Travesía De Maqueda,,"CALLE TRAVESÍA DE MAQUEDA, 60 ",POINT (-4.56871281358272 36.73286243530546),,,,,,MUNICIPAL,No,No,,-4.56871281358272,36.73286243530546
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74d9,3404,Contenedor ropa Cl Merlo,,"CALLE MERLO, 5 ",POINT (-4.438616274790902 36.713539597267896),,,,,,MUNICIPAL,No,No,,-4.438616274790902,36.713539597267896
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74d8,3250,Contenedor ropa Av Atabal,,"AVENIDA DEL ATABAL, 3 ",POINT (-4.470158806950185 36.731135421921735),,,,,,MUNICIPAL,No,No,,-4.470158806950185,36.731135421921735
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74d7,3379,Contenedor ropa Cl Jacob,,"CALLE JACOB, 32 ",POINT (-4.549352096090202 36.72760631486235),,,,,,MUNICIPAL,No,No,,-4.549352096090202,36.72760631486235
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74d6,3359,Contenedor ropa Cl Gaucín,,"CALLE GAUCÍN, 24 ",POINT (-4.450285653710948 36.69896390134533),,,,,,MUNICIPAL,No,No,,-4.450285653710948,36.69896390134533
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74d5,3252,Contenedor ropa Av Aurora 61,,"AVENIDA DE LA AURORA, 61 ",POINT (-4.439123957017012 36.71529448879642),,,,,,MUNICIPAL,No,No,,-4.439123957017012,36.71529448879642
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74d4,3451,Contenedor ropa Cmno Suárez 22,,"CAMINO DE SUÁREZ, 22 ",POINT (-4.438300082059761 36.72751623358488),,,,,,MUNICIPAL,No,No,,-4.438300082059761,36.72751623358488
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74d3,3280,Contenedor ropa Av Luz De La,,"AVENIDA DE LA LUZ, 14 ",POINT (-4.452468296408248 36.6966126567298),,,,,,MUNICIPAL,No,No,,-4.452468296408248,36.6966126567298
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74d2,3286,Contenedor ropa Av Nehemías,,"AVENIDA DE NEHEMÍAS, 2 ",POINT (-4.454966178094478 36.704910175570696),,,,,,MUNICIPAL,No,No,,-4.454966178094478,36.704910175570696
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74d1,3251,Contenedor ropa Av Aurora 5,,"AVENIDA DE LA AURORA, 5 ",POINT (-4.428149105850776 36.71574413495932),,,,,,MUNICIPAL,No,No,,-4.428149105850776,36.71574413495932
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74d0,3269,Contenedor ropa Av Gregorio Diego,,"AVENIDA DE GREGORIO DIEGO, 46 ",POINT (-4.449011198985772 36.68827314293027),,,,,,MUNICIPAL,No,No,,-4.449011198985772,36.68827314293027
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74cf,3307,Contenedor ropa Av Virgen De Belén,,"AVENIDA DE LA VIRGEN DE BELÉN, 5 ",POINT (-4.455225497194047 36.693759393742134),,,,,,MUNICIPAL,No,No,,-4.455225497194047,36.693759393742134
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74ce,3420,Contenedor ropa Cl Píndaro,,"CALLE PÍNDARO, 10 ",POINT (-4.481906277498846 36.71994932118517),,,,,,MUNICIPAL,No,No,,-4.481906277498846,36.71994932118517
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74cd,3467,Contenedor ropa Pl Manos Unidas,,"PLAZA MANOS UNIDAS, 1 ",POINT (-4.463757785744547 36.72686849912677),,,,,,MUNICIPAL,No,No,,-4.463757785744547,36.72686849912677
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74cc,3289,Contenedor ropa Av Palmilla 15,,"AVENIDA DE LA PALMILLA, 16 ",POINT (-4.426722458045069 36.73792704650344),,,,,,MUNICIPAL,No,No,,-4.426722458045069,36.73792704650344
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74cb,3290,Contenedor ropa Av Palmilla 8,,"AVENIDA DE LA PALMILLA, 9 ",POINT (-4.42747301357202 36.73565954879587),,,,,,MUNICIPAL,No,No,,-4.42747301357202,36.73565954879587
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74ca,3243,Contenedor ropa Almd Capuchinos,,"ALAMEDA DE CAPUCHINOS, 12 ",POINT (-4.420189054959279 36.72974102216025),,,,,,MUNICIPAL,No,No,,-4.420189054959279,36.72974102216025
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74c9,3471,Contenedor ropa Pl Pintor Sandro Botticelli,,"PLAZA DEL PINTOR SANDRO BOTTICELLI, 5 ",POINT (-4.460532750197781 36.72014252002397),,,,,,MUNICIPAL,No,No,,-4.460532750197781,36.72014252002397
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74c8,3327,Contenedor ropa Cl Charles Dickens,,"CALLE DE CHARLES DICKENS, 16 ",POINT (-4.464467046413326 36.7235695638619),,,,,,MUNICIPAL,No,No,,-4.464467046413326,36.7235695638619
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74c7,3308,Contenedor ropa Cl Abogado Federico Orellana Toledano,,"CALLE ABOGADO FEDERICO ORELLANA TOLEDANO, 20 ",POINT (-4.4403251578538745 36.70353919535581),,,,,,MUNICIPAL,No,No,,-4.4403251578538745,36.70353919535581
da_medioAmbiente_contenedoresRopa.fid-7e811540_18cccdf8d1c_-74c6,3438,Contenedor ropa Cl Viña Del Mar,,"CALLE VIÑA DEL MAR, 1 ",POINT (-4.453576450464553 36.69181075468169),,,,,,MUNICIPAL,No,No,,-4.453576450464553,36.69181075468169
