FID,ID,NOMBRE,DESCRIPCION,DIRECCION,SDOGEOMETRIA,URL,EMAIL,CONTACTO,HORARIOS,PRECIOS,TITULARIDAD,TARJETAJOVEN,ACCESOPMR,INFOESP,lon,lat
da_medioAmbiente_contenedoresAceite.fid-7e811540_18cccdf8d1c_-7c46,1994,Contenedor aceite Cl Poetisa Juana Luna,,"CALLE POETISA JUANA LUNA, 3 ",POINT (-4.432121983180603 36.73283227328633),,,,,,OTRAS,No,No,,-4.432121983180603,36.73283227328633
da_medioAmbiente_contenedoresAceite.fid-7e811540_18cccdf8d1c_-7c45,1962,Contenedor aceite Cl Luis De Milán,,"CALLE LUIS DE MILÁN, 2 ",POINT (-4.353732336616168 36.71867522313065),,,,,,OTRAS,No,No,,-4.353732336616168,36.71867522313065
da_medioAmbiente_contenedoresAceite.fid-7e811540_18cccdf8d1c_-7c44,1953,Contenedor aceite Cl Don Juan De Austria,,"CALLE DON JUAN DE AUSTRIA, 25 ",POINT (-4.428912962604841 36.72494538288223),,,,,,OTRAS,No,No,,-4.428912962604841,36.72494538288223
da_medioAmbiente_contenedoresAceite.fid-7e811540_18cccdf8d1c_-7c43,2026,Contenedor aceite Av Doctor Marañon,,"AVENIDA DEL DOCTOR MARAÑÓN, 23 ",POINT (-4.428566316034204 36.73013199298652),,,,,,OTRAS,No,No,,-4.428566316034204,36.73013199298652
da_medioAmbiente_contenedoresAceite.fid-7e811540_18cccdf8d1c_-7c42,1957,Contenedor aceite Cl Miguel Indurain,,"CALLE MIGUEL INDURÁIN, 11 ",POINT (-4.3898659248103655 36.727512997959295),,,,,,OTRAS,No,No,,-4.3898659248103655,36.727512997959295
da_medioAmbiente_contenedoresAceite.fid-7e811540_18cccdf8d1c_-7c41,2024,Contenedor aceite Cl Obispo Bartolomé Espejo,,"CALLE OBISPO BARTOLOMÉ ESPEJO, 10 ",POINT (-4.421875733453516 36.73512770846646),,,,,,OTRAS,No,No,,-4.421875733453516,36.73512770846646
da_medioAmbiente_contenedoresAceite.fid-7e811540_18cccdf8d1c_-7c40,1971,Contenedor aceite Pl Francisco López López,,"PLAZA FRANCISCO LÓPEZ LÓPEZ, 1 ",POINT (-4.421425926544714 36.740888909453965),,,,,,OTRAS,No,No,,-4.421425926544714,36.740888909453965
da_medioAmbiente_contenedoresAceite.fid-7e811540_18cccdf8d1c_-7c3f,1956,Contenedor aceite Pso Sancha,,"PASEO DE SANCHA, 2 ",POINT (-4.4052023121386075 36.72138400041044),,,,,,OTRAS,No,No,,-4.4052023121386075,36.72138400041044
da_medioAmbiente_contenedoresAceite.fid-7e811540_18cccdf8d1c_-7c3e,2014,Contenedor aceite Pl Mozart,,"PLAZA DE MOZART, 5 ",POINT (-4.4503952200283665 36.69424935138176),,,,,,OTRAS,No,No,,-4.4503952200283665,36.69424935138176
da_medioAmbiente_contenedoresAceite.fid-7e811540_18cccdf8d1c_-7c3d,2043,Contenedor aceite Cl Hamlet,,"CALLE HAMLET, 8 ",POINT (-4.460252351844679 36.71007687632475),,,,,,OTRAS,No,No,,-4.460252351844679,36.71007687632475
da_medioAmbiente_contenedoresAceite.fid-7e811540_18cccdf8d1c_-7c3c,1976,Contenedor aceite Av Aurora 81,,"AVENIDA DE LA AURORA, 81 ",POINT (-4.441826650662832 36.714775766536405),,,,,,OTRAS,No,No,,-4.441826650662832,36.714775766536405
da_medioAmbiente_contenedoresAceite.fid-7e811540_18cccdf8d1c_-7c3b,1978,Contenedor aceite Av Obispo Angel Herrera Oria,,"AVENIDA DEL OBISPO ÁNGEL HERRERA ORIA, 3 ",POINT (-4.4389020648968724 36.71807564448854),,,,,,OTRAS,No,No,,-4.4389020648968724,36.71807564448854
da_medioAmbiente_contenedoresAceite.fid-7e811540_18cccdf8d1c_-7c3a,1995,Contenedor aceite Cl Arlanza,,"CALLE ARLANZA, 1 ",POINT (-4.427747770978576 36.7359313442381),,,,,,OTRAS,No,No,,-4.427747770978576,36.7359313442381
